role_id,sector,track,track_list,job_role,job_role_list,job_role_description,occupation,sub-sector,sub-track
r702,financial services,"risk, compliance and legal","['risk, compliance and legal']",compliance analyst,['compliance analyst'],"the compliance analyst supports the implementation of controls, compliance checks and compliance processes. he/she executes tasks according to procedures to ensure regulatory compliance across the organisation, and escalates any issues to relevant parties where needed. he assists with keeping compliance processes updated and conducting research and preparation of necessary materials for standard compliance reporting. he also supports the conduct of training and implementation of new or changing regulations. 

the compliance analyst is comfortable executing tasks independently and implementing guidelines in accordance with requirements and processes. he is also able to cope in fast-paced environments, and is organised and responsible. ",compliance officer,,
r703,financial services,"risk, compliance and legal","['risk, compliance and legal']",credit risk analyst,['credit risk analyst'],"the credit risk analyst is responsible for executing credit risk policies, procedures and processes to enable successful management of credit risks for the organisation. he/she supports the risk rating and limit setting process through credit portfolio, credit application and credit transaction reviews. he performs periodic checks and routine monitoring of credit accounts and portfolios to ensure credit risk thresholds are upheld. he conducts credit analysis to support decision-making for credit decisions. 

the credit risk analyst may be required to be contactable after office hours. he has strong exposure to and understanding of credit analysis methodologies and credit risk management regulations. he is able to work independently with minimum supervision, and is a strong communicator and influencer who can work in a fast-paced environment. he possesses strong analytical and critical thinking skills, and an eye for detail. ",credit risk officer,,
r704,financial services,"risk, compliance and legal","['risk, compliance and legal']",credit risk manager,['credit risk manager'],"the credit risk manager is responsible for driving the implementation and execution of credit risk management policies to ensure the financial health of the organisation. he/she monitors and reports on credit risks to maintain tolerances within the organisation's defined risk appetite. he leads the operational rating and review of credit applications and counterparty risks to enable accurate management of credit risks for the organisation. he works closely with various business stakeholders to ensure compliance to credit policies within the organisation and to address credit regulatory requirements. 

the credit risk manager may be required to be contactable after office hours. he is quantitatively-oriented, able to use credit analytics tools, and is familiar with basel frameworks. he is able to work in fast-paced and high-growth environments, and can manage details to drive projects to completion. he is skilled in communicating, influencing and working with different stakeholders to derive solutions to problems and accomplish tasks. 
 ",credit risk officer,,
r705,financial services,"risk, compliance and legal","['risk, compliance and legal']",financial crime compliance executive,['financial crime compliance executive'],"the financial crime compliance executive is responsible for executing financial crime risk management and regulatory compliance activities according to policies. he/she supports the implementation and maintenance of financial crime compliance (fcc) controls, including taking responsibility for collaborating with various stakeholders to conduct regular monitoring of financial crime indicators. he supports the execution of corrective actions to address compliance breaches. he also supports the production of regulatory submission materials to meet reporting needs. 

the financial crime compliance executive's duties may require him to be contactable after office hours. he is capable of meeting deadlines in a fast-paced work environment and can balance various priorities. he is analytical and a pragmatic problem-solver and demonstrates a working knowledge of fcc subject matter. ",financial crime compliance officer,,
r706,financial services,"risk, compliance and legal","['risk, compliance and legal']",financial crime compliance manager,['financial crime compliance manager'],"the financial crime compliance manager oversees the implementation of the organisation’s compliance programmes to manage risk exposure and combat financial crime. he/she advises and monitors the organisation's regulatory compliance relating to all aspects of financial crime, including anti-money laundering (aml) and combating the financing of terrorism, sanction, anti-fraud, bribery and corruption activities. he is responsible for ensuring appropriate incident resolution and investigations are carried out, and he supports routine and ad-hoc regulatory reporting. 

the financial crime compliance manager's duties may require him to be contactable after office hours. he is well-versed with financial crime developments and trends within the industry, and is a keen learner, keeping abreast of changes and new approaches within the financial crime compliance function. he possesses integrity, is detail-oriented, and driven to excel. he is able to adapt well to changing priorities, and can effectively prioritise workflows to meet critical deadlines. 

",financial crime compliance officer,,
r707,financial services,"risk, compliance and legal","['risk, compliance and legal']",head of compliance,['head of compliance'],"the head of compliance is responsible for initiating and developing the organisation's compliance policies and frameworks. he/she drives monitoring and assurance activities across both central compliance and financial crime compliance areas to prevent cases of fraud, misconduct and/or compliance breaches. he maintains oversight of the implementation and maintenance of compliance initiatives covering people, processes and platforms while providing guidance and advisory on compliance matters to the organisation. 

the head of compliance may be required to be contactable after office hours. he has excellent knowledge of regional compliance regulations, and local knowledge of singapore regulations. he is collaborative and able to engage with both internal and external stakeholders at a strategic level. he is innovative, diligent and possesses strong leadership and interpersonal skills. ",compliance officer,,
r708,financial services,"risk, compliance and legal","['risk, compliance and legal']",head of credit risk management,['head of credit risk management'],"the head of credit risk management is responsible for developing and ensuring credit risk management policies, limits, and strategies align with applicable regulations, strategic imperatives, and the risk appetite of the organisation. he/she oversees and/or monitors all credit risk management activities of the organisation. he provides oversight and direction to ensure the overall quality of the organisation's credit portfolio. he ensures credit application processing and credit management are conducted according to defined credit risk parameters. 

the head of credit risk management's duties may require him to be contactable after office hours. he has a strong understanding of basel capital standards, quantitative credit models and tests, and also possesses extensive market experience. he has clear strategic orientation can think of the big picture. he possesses strong communication, interpersonal and leadership skills. he has a sound understanding of quantitative analytics approaches and how to derive commercial insights and decisions from data. 


",credit risk officer,,
r709,financial services,"risk, compliance and legal","['risk, compliance and legal']",head of financial crime compliance,['head of financial crime compliance'],"the head of financial crime compliance is responsible for setting policies and establishing governance relating to financial crimes, which includes anti-money laundering (aml) and combating the financing of terrorism, sanction, anti-fraud, bribery and corruption activities. he/she leads the establishment and maintenance of robust financial crime prevention strategies, and ensure that methodologies and the reporting of results are relevant and in line with regulatory expectations. 

the head of financial crime compliance may be required to be contactable after office hours. he works collaboratively across functions and possess broad knowledge of financial crime subjects and regulations within the financial services industry. he is strategic in nature and able to take a systems perspective when considering making decisions. he possesses a keen sense of judgment, and is an accountable and strong decision-maker. 
",financial crime compliance officer,,
r710,financial services,"risk, compliance and legal","['risk, compliance and legal']",head of legal,['head of legal'],"the head of legal is responsible for overseeing all legal matters within the organisation and acts as an advisor to protect the organisation’s interests. he/she ensures that legal advice provided is in line with legislation and regulatory requirements, and drives a culture of legal risk awareness across the organisation. he formulates and communicates strategies to mitigate the organisation’s legal risk exposure and maintains oversight of the organisation’s internal investigations, dispute resolution and litigation matters. he also ensures that the department adopts innovative and technological solutions to enhance productivity and efficiency while maintaining compliance to legal requirements 

the head of legal may be required to be contactable after office hours and travel on overseas work assignments. he possesses visionary leadership and fosters strong relationships with a diverse range of stakeholders. he has deep expertise in legislation and regulatory requirements within the financial services industry, and is able to translate the impact of legal changes across the organisation 


",legal associate,,
r711,financial services,"risk, compliance and legal","['risk, compliance and legal']",head of market and liquidity risk management,['head of market and liquidity risk management'],"the head of market and liquidity risk management is responsible for leading the risk management function for identifying, quantifying and managing market and liquidity risks. he/she establishes market and liquidity risk management frameworks, as well as independent risk assessment frameworks to incorporate within the organisation. he actively engages stakeholders to identify market and liquidity risks, enforces limits and risk controls, ensures compliance with regulatory requirements, and provide alternative perspectives to challenge decision-making relating to market and liquidity scenarios. 

the head of market and liquidity risk management may be required to be contactable after office hours. he has extensive knowledge of regulatory rules, basel frameworks and understanding of treasury functions. he is strategic and big picture oriented, and is able to link various concepts together to drive decision making. he possesses communication and interpersonal skills and is adept at collaborating with internal and external stakeholders to meet business objectives. ",market and liquidity risk officer,,
r712,financial services,"risk, compliance and legal","['risk, compliance and legal']",head of operational risk management,['head of operational risk management'],"the head of operational risk management leads the management of the organisation's operational risks. he/she leads development of operational risk management policies, framework and strategies and endorses required standards to be implemented. he establishes risk criteria for compliance and ensures that all operational risks are identified, measured and mitigated. he provides leadership and direction to the organisation in ensuring risk controls are in place and monitored accordingly. he is also responsible for driving a culture of risk awareness within the organisation 

the head of operational risk management's duties may require him to be contactable after office hours. he is a strategic and conceptual thinker, and a highly adaptable problem solver. he is a strong communicator and capable of managing stakeholders at various levels to meet high level business objectives. he is well-versed with the operational processes of financial services organisations and their associated risks. 



",operational risk officer,,
r713,financial services,"risk, compliance and legal","['risk, compliance and legal']",head of risk analytics/head of compliance analytics,"['head of risk analytics', 'head of compliance analytics']",,risk and compliance analytics officer,,
r714,financial services,"risk, compliance and legal","['risk, compliance and legal']",head of risk strategy,['head of risk strategy'],"the head of risk strategy leads the management of overall risk exposure across the organisation. he/she develops and defines enterprise-level policies, frameworks which establish acceptable risk appetite and strategies to maintain the organisation's collective risk exposure. he oversees the monitoring and management of enterprise risk exposure, including identifying and measuring risks at an organisational level, and implementing appropriate risk controls across the organisation. he also takes ownership of planning for recovery and resolution activities after high risk incidents. 

the head of risk strategy's duties may require him to be contactable after office hours. he is strategically oriented, well versed with all aspects of the business and able to connect the dots to achieve outcomes. he is conceptual, highly experienced in various risk disciplines and adopts a big picture approach. he is an influential leader and works well with a wide range of senior stakeholders. 


",risk strategy officer,,
r715,financial services,"risk, compliance and legal","['risk, compliance and legal']","head of technology, information and cybersecurity risk management","['head of technology, information and cybersecurity risk management']","the head of technology, information and cybersecurity risk management develops and drives risk management efforts for technology, information and cybersecurity within the organisation. he/she leads the enforcement of technology, information and cybersecurity risk models, standards and policies in collaboration with information technology (it) personnel. he works with stakeholders to define risk appetites, identify risk exposure, and ensure preparedness for technology, information or cyber risk incidents. he manages risk control and incident resolution activities and independently challenges front line defence activities. 

the head of technology, information and cybersecurity risk management may be required to be contactable after work hours. he has sound judgement and is decisive, ensuring the organisation is protected and secured. he thinks strategically and keeps abreast of the latest technology trends and their impact. he is comfortable working with various stakeholders and communicating with them in a non-technical manner.
","technology, information and cybersecurity risk management officer",,
r716,financial services,"risk, compliance and legal","['risk, compliance and legal']",legal counsel,['legal counsel'],"the legal counsel is responsible for providing legal advice across various legal disciplines for the organisation. he/she represents the firm's best interests from a legal standpoint, balancing commercial and regulatory requirements. he facilitates legal transactions and litigation on behalf of the organisation, conducting the necessary legal research and analysis required to produce legal opinions, case arguments and legal documents. the legal counsel is also involved in the conduct of legal investigations, creation of employee policies and management of legal risks within the organisation. 

the legal counsel's duties may require him to be contactable after office hours and travel on overseas work assignments. he possesses strong judgment as well as excellent analytical, advisory and drafting skills. he is a strong communicator, is able to manage projects and has a good grasp on core legal matters and is aware of adjacent legal areas and financial industry regulations. he is required to fulfil the requirements of being a ‘qualified person’ as defined in the legal profession act read together with the legal profession (qualified persons) rules as well as other admission requirements set out in sections 12 and 13 of the legal profession act read together with the legal profession (admission) rules 2011.
",legal associate,,
r717,financial services,"risk, compliance and legal","['risk, compliance and legal']",market and liquidity risk analyst,['market and liquidity risk analyst'],"the market and liquidity risk analyst is responsible for conducting routine identification, measurement, mitigation, monitoring, and reporting of market and liquidity risks. he/she also conducts independent analyses to provide greater insight into risk exposures and mitigation efforts within market and liquidity risk scenarios. he actively supports the compliance of regulatory requirements relating to market and liquidity risk management in order to ensure the financial health of the organisation. 

the market and liquidity risk analyst's duties may require him to be contactable after office hours. he is well-versed with financial risks relating to the organisation and products. he possesses strong analytical and practical abilities in applying various methodologies to identify and analyse risks. he is a strong communicator, works well in teams, and is self-motivated in achieving individual and organisational goals. 
",market and liquidity risk officer,,
r718,financial services,"risk, compliance and legal","['risk, compliance and legal']",market and liquidity risk manager,['market and liquidity risk manager'],"the market and liquidity risk manager is responsible for the implementation of market and liquidity risk management frameworks. he/she conducts analyses and assessments of various market and liquidity scenarios and how it impacts the organisation's risk appetite and funding capacity. he oversees the monitoring of risk controls and thresholds. 

the market and liquidity risk manager's duties may require him to be contactable after office hours. he has excellent analytical, strategic planning, problem resolution and communication skills. he is comfortable working in deadline-driven environments, and can manage multiple responsibilities while effectively focusing on priority issues.",market and liquidity risk officer,,
r719,financial services,"risk, compliance and legal","['risk, compliance and legal']","monitoring, surveillance and testing executive","['monitoring, surveillance and testing executive']","the monitoring, surveillance and testing executive is responsible for conducting routine compliance checks across people, processes and technology platforms. he/she conducts regular monitoring and surveillances across trade, transaction and operational activities to detect possible compliance breaches. he is required to perform manual reviews and utilise automated monitoring facilities to identify suspicious activities, assist in investigations, and support the implementation of corrective measures. he also tests the organisation's compliance systems and detects potential compliance breaches. 

the monitoring, surveillance and testing executive's duties may require him to be contactable after office hours. he is analytical, detail-oriented, and able to execute procedures diligently. he possesses a working knowledge of regulatory compliance policies and standards. he is ethical in practice and able to execute judgment with integrity. ","monitoring, surveillance and testing officer",,
r720,financial services,"risk, compliance and legal","['risk, compliance and legal']","monitoring, surveillance and testing manager","['monitoring, surveillance and testing manager']","the monitoring, surveillance and testing manager is responsible for overseeing the implementation of monitoring, surveillance and testing activities within the organisation and ensuring they are conducted regularly. he/she ensures the conducting of regular checks and reviews to identify and address compliance breaches, financial crime scenarios and/or other irregular market and misconduct activities. he is required to prepare regular reports and provide preliminary advice to stakeholders on suspicious activities and/or compliance breaches. 

the monitoring, surveillance and testing manager's duties may require him to be contactable after office hours. he is familiar with monitoring and surveillance tools and methodologies used within the financial services industry. he has strong attention to detail, is well informed on compliance regulations and takes initiative to lead activities. he is process-driven, possesses integrity and is ethical in practice. ","monitoring, surveillance and testing officer",,
r721,financial services,"risk, compliance and legal","['risk, compliance and legal']",operational risk analyst,['operational risk analyst'],"the operational risk analyst assumes responsibility for the identification and escalation of routine and emerging operational risks through the execution of operational risk management framework procedures. he/she communicates and highlights risk profiles for management review. he also recommends and executes activities to manage and respond to risks within the organisation. he facilitates operational units adherence to operational risk management policies and frameworks. 

the operational risk analyst may be required to be contactable after office hours. he is results-oriented and self-reliant towards meeting goals and objectives. he possesses the ability to think strategically, demonstrates good judgement and executes procedures with excellence. he also possesses excellent communication and interpersonal skills.",operational risk officer,,
r722,financial services,"risk, compliance and legal","['risk, compliance and legal']",operational risk assistant,['operational risk assistant'],"the operational risk assistant is responsible for supporting the conduct of operational risk management (orm) activities, as well as maintaining policies and processes. he/she gathers information, and monitors and flags issues using orm systems. he also assists in preparing documents and reports for management review. he monitors adherence to risk policies and guidelines, supporting overall communication and risk reporting mechanisms. 

the operational risk assistant is adaptable, a quick learner and able to execute work independently. he is highly motivated, takes initiative, and is able to follow through on delivering outcomes as required. he is also process- and task-oriented in carrying out required procedures. 
",operational risk officer,,
r723,financial services,"risk, compliance and legal","['risk, compliance and legal']",operational risk manager,['operational risk manager'],"the operational risk manager is responsible for implementing policies and procedures within the organisation's operational risk management framework. he/she identifies operating and residual risks related to various aspects of the organisation's operations, and ensures business resilience to enable business continuity. he works with internal stakeholders to establish risk criteria within across operations functions, proposes controls that support risk mitigation plans and develops risk reporting mechanisms. 

the operational risk manager may be required to be contactable after office hours. he has a keen eye for detail and is process-oriented, and he also possesses strong interpersonal skills. he is able to cope under pressure and demonstrates a high level of flexibility. he is capable of managing multiple work streams, work with various stakeholders across different functions and is willing to challenge the status quo.
",operational risk officer,,
r724,financial services,"risk, compliance and legal","['risk, compliance and legal']",paralegal/legal executive,"['paralegal', 'legal executive']",,legal associate,,
r725,financial services,"risk, compliance and legal","['risk, compliance and legal']",risk analytics analyst/compliance analytics analyst,"['risk analytics analyst', 'compliance analytics analyst']",,risk and compliance analytics officer,,
r726,financial services,"risk, compliance and legal","['risk, compliance and legal']",risk analytics manager/compliance analytics manager,"['risk analytics manager', 'compliance analytics manager']",,risk and compliance analytics officer,,
r727,financial services,"risk, compliance and legal","['risk, compliance and legal']",risk strategy manager,['risk strategy manager'],"the risk strategy manager is responsible for coordinating the management of enterprise-wide risks through collaboration across the organisation's risk disciplines. he/she works with internal stakeholders to establish risk criteria within different business units, develop risk reporting mechanisms and propose controls that support risk mitigation plans according to enterprise-level frameworks. he also develops risk profiles to analyse the severity of risks. 

the risk strategy manager's duties may require him to be contactable after office hours. he is results-oriented and able to work independently. he has an analytical mindset and possesses good communication skills, which enable him to communicate with senior management on sensitive risk-related issues. he is also adept at managing diverse groups of stakeholders across the organisation and is familiar with the various risk disciplines within the financial services industry.
",risk strategy officer,,
r728,financial services,"risk, compliance and legal","['risk, compliance and legal']","technology, information and cybersecurity risk analyst","['technology, information and cybersecurity risk analyst']","the technology, information and cybersecurity risk analyst is responsible for the identification and escalation of risks relating to technology, information and/or cybersecurity in the organisation. he/she monitors, tracks, reports and recommends appropriate controls to correctly mitigate risk exposure of technology platforms. he collaborates with technical professionals to address vulnerabilities in systems and to support business units in managing their risk exposure. 

the technology, information and cybersecurity risk analyst may be required to be contactable after work hours. he is highly adaptable and flexible, keeping abreast with ever changing technology, information and cybersecurity topics to facilitate his work. he is analytical, enjoys investigating issues, is a strong communicator and collaborator. ","technology, information and cybersecurity risk management officer",,
r729,financial services,"risk, compliance and legal","['risk, compliance and legal']","technology, information and cybersecurity risk manager","['technology, information and cybersecurity risk manager']","the technology, information and cybersecurity risk manager guides the assessment of technology, information and cybersecurity risks associated with technology initiatives and provides recommendations for risk controls. he/she manages and coordinates the ongoing monitoring of technology initiatives, ensures sufficient risk preparedness activities are conducted and facilitates incident resolution. he acts as a technical non-financial risk expert within the organisation to ensure regulatory compliance and risk coverage is in place. 

the technology, information and cybersecurity risk manager's duties may require him to be contactable after work hours. he has a keen understanding of current and emerging technology and digital developments. he has a sharp and analytical mind, and is able to anticipate problems and risks to mitigate them ahead of time. he is an excellent communicator, and promotes a cooperative working environment and relationships within and beyond his team. ","technology, information and cybersecurity risk management officer",,
r730,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",agency director/segment lead,"['agency director', 'segment lead']",,financial planner,,
r731,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",agency manager/team lead,"['agency manager', 'team lead']",,financial planner,,
r732,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",assistant relationship manager - private banking,['assistant relationship manager - private banking'],"the assistant relationship manager - private banking supports senior team members in servicing client accounts. he/she focuses on providing excellent client service to understand clients' requirements. he provides information pertaining to client accounts as well as collates reports, prepares client documents and follows-up with clients if clarifications are necessary. he reviews relevant client information to determine if any escalation is required to senior team members. he also supports his team with ad hoc administrative duties to ensure that optimal client service is provided. 

the assistant relationship manager - private banking is pleasant and personable in nature to build rapport with his team and other relevant individuals. his duties require him to be meticulous with details and a team player. he is also self-motivated to excel in delivering quality services. he is articulate and able to communicate well with others but also values listening to learn from others. he is able to manage his time and prioritise his responsibilities. a typical, although not mandatory, entry route into this role is via a retail banking relationship manager background. ",relationship manager,,
r733,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",assistant relationship manager - retail banking/personal banking executive,"['assistant relationship manager - retail banking', 'personal banking executive']",,relationship manager,,
r734,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",assistant relationship manager/relationship associate,"['assistant relationship manager', 'relationship associate']",,relationship manager,,
r735,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",branch manager,['branch manager'],"the branch manager is responsible for ensuring the achievement of the branch's financial targets. he/she is responsible for all functions of the branch under his care, such as hiring employees, implementing service initiatives, overseeing the approval of loans and lines of credit, marketing, and assisting with customer relations. he effectively manages team members within his branch, including developing and motivating them to perform and achieve sales targets. 

the branch manager may occasionally be required to work weekends and after hours. he has good organisational skills, is diligent and possesses strong people management capabilities. he is customer focused, has keen problem solving abilities and is able to manage internal and external stakeholders from a variety of backgrounds. 
",branch manager,,
r736,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",broker/business development executive - brokers,"['broker', 'business development executive - brokers']",,business development executive,,
r737,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",business development executive/distribution executive/channel executive/partnerships and affinity management executive,"['business development executive', 'distribution executive', 'channel executive', 'partnerships and affinity management executive']",,business development executive,,
r738,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",business development manager - brokers,['business development manager - brokers'],"the business development manager - brokers is responsible for supporting potential business development pursuits to achieve business production/partnership goals. he/she identifies cross-selling opportunities and delivers proposals to potential prospects. he builds his relationship network with industry players and clients, building their confidence through his demonstration of specialist knowledge. he collaborates with underwriting teams to meet client demands.

the business development manager - brokers is pro-active and confident in public speaking and he possesses strong interpersonal, communication and presentation skills.",business development executive,,
r739,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",business development manager/distribution manager/channel manager/partnerships and affinity management manager,"['business development manager', 'distribution manager', 'channel manager', 'partnerships and affinity management manager']",,business development executive,,
r740,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",business manager,['business manager'],"the business manager works with different units across the business to improve performance, allocate resources and collate data, for the purposes of supporting delivery to clients. this includes gathering front office feedback and performance indicators as well as analyses from across different business segments. he/she also assists with resolving operational issues and managing client complaints. 

the business manager takes initiative and reacts quickly and effectively to issues requiring resolution. he is detail-oriented and possesses strong organisational skills in order to manage multiple initiatives and interface with different levels of management across the business.",business manager,,
r741,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",claims liaison executive,['claims liaison executive'],"the claims liaison executive is responsible for collecting and documenting relevant information for claims. he/she identifies any issues with claims and follows up to ensure corrective actions are taken. he generates claims loss ratio reports for customers. he is also responsible for monitoring any requests and queries received in order to effectively service customers.

the claims liaison executive possesses excellent organisational skills with strong attention to detail. he is meticulous and service-oriented, ensuring that claims are serviced effectively and handled promptly for customers.",claims liaison executive,,
r742,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",claims liaison manager,['claims liaison manager'],"the claims liaison manager is responsible for managing the claims process. he/she ensures all documents are obtained and notifies insurers or reinsurers for claims settlements. he manages various stakeholders to ensure all customers' requests are properly handled.

the claims liaison manager possesses the ability to think critically and has strong problem solving skills to manage the claims process and any potential issues. he has strong interpersonal and communication skills which enable him to effectively serve customers, negotiate and communicate effectively both verbally and in writing.",claims liaison executive,,
r743,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",client executive/account management executive,"['client executive', 'account management executive']",,account manager,,
r744,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",client implementation analyst,['client implementation analyst'],"the client implementation analyst is responsible for handling clients' queries and processing issues. he/she is responsible for coordinating communications with clients in order to understand their needs, expectations and potential conflicts. he provides support in compiling documentation and completing administrative tasks for the implementation process as well as in facilitating interactions with internal stakeholders. 

the client implementation analyst excels at communicating effectively and builds strong relationships with customers and internal stakeholders. he prioritises clients' needs and is committed to supporting the delivery of timely client solutions.",client implementation analyst,,
r745,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",client implementation manager,['client implementation manager'],"the client implementation manager is responsible for overseeing the implementation process and maintaining good relationships with clients and internal stakeholders. he/she ensures clients' needs are met and that implementation plans are completed in a timely and satisfactory manner. he prepares status reports for management and creates standardised manuals in adherence to organisational policies.

the client implementation manager possesses strong management and communication skills in order to effectively oversee and be accountable for process execution. the nature of his work requires him to work in a fast-changing context and to have strong interpersonal skills in order to deal with clients and stakeholders effectively.",client implementation analyst,,
r746,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",client service manager/client support service manager,"['client service manager', 'client support service manager']",,client service officer,,
r747,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",client service officer/client support service officer,"['client service officer', 'client support service officer']",,client service officer,,
r748,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",client support manager/account manager,"['client support manager', 'account manager']",,account manager,,
r749,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",customer service manager,['customer service manager'],"the customer service manager ensures that the customer service teams are able to achieve high customer satisfaction levels through adequate product and service offering knowledge and provides quality customer service when interacting with customers. he/she is also responsible for handling any escalated customer queries. he works with relevant departments to give feedback on product and service offerings based on analysis of customer feedback. he is involved with process improvement design as well as working alongside automated and digital service channels. 

the customer service manager is results-oriented, self-motivated and determined to improve customer service standards. he has strong business acumen to identify new service opportunities. he is organised and able to work independently in fast paced environments. he is also able to lead teams with his pleasant disposition towards internal and external stakeholders. ",customer service officer,,
r750,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",customer service officer/bank teller,"['customer service officer', 'bank teller']",,customer service officer,,
r751,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",financial planner/insurance agent/bancassurance specialist,"['financial planner', 'insurance agent', 'bancassurance specialist']",,financial planner,,
r752,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",head of branch management,['head of branch management'],"the head of branch management manages a group or cluster of bank branches. he/she is accountable for the growth of customers and revenue for the portfolio of bank branches assigned, as well as the overall effectiveness of the branch network. he is responsible for leading teams in his assigned cluster of branches to drive business performance through acquisition, coaching, business development and retention of customer relationships. he is also responsible for managing the sales culture through all levels in assigned branches to meet and/or exceed established sales and revenue goals.

the head of branch management displays strong managerial skills and possesses strong decision making, communication and leadership skills. he is highly organised, and is skilled in project management and business planning to ensure the smooth running of operations within branches.
",branch manager,,
r753,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",head of business development - brokers,['head of business development - brokers'],"the head of business development - brokers is responsible for developing business strategies to increase sales and revenue. he/she leads the identification of and efforts towards new business opportunities for sales growth. he also grows and maintains relationships with customers, industry partners and underwriting teams while ensuring customer service standards are adhered to.

the head of business development - brokers work with various stakeholders and customers. he possesses strong business acumen, leadership, communication and stakeholder management skills.",business development executive,,
r754,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",head of business development/head of distribution/head of channel/head of partnerships and affinity management,"['head of business development', 'head of distribution', 'head of channel', 'head of partnerships and affinity management']",,business development executive,,
r755,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",head of business management,['head of business management'],"the head of business management is responsible for engaging key stakeholders across the business to drive strategy for performance improvement, lead change initiatives and ensure timely rollout of projects. this involves management of resource allocation, project planning and prioritisation and overseeing operational compliance and performance, mainly across front office teams.

he/she frequently collaborates with different segments of the business and is communicative and a team player. he possesses adequate industry experience and a keen understanding of the organisation's business and strategic objectives so as to lead change and improvement programs. as operational issues arise, he provides independent judgement and makes quick decisions to ensure timely resolution of these issues.",business manager,,
r756,financial services,"sales, after sales, distribution and relationship management","['sales, after sales, distribution and relationship management']",head of claims liaison,['head of claims liaison'],"the head of claims liaison is responsible for overseeing the administering of claims processing, ensuring claims matters are handled appropriately while driving high standards of customer care. he/she provides the strategic direction and framework around claims processes. he analyses claims trends to identify risk factors and develops solutions to mitigate these risks. he also maintains strong relationships with key stakeholders and customers in claims processes.

the head of claims liaison is able to work in a fast paced multi-tasking environment. he can recognise problems and implement effective corrective processes. he possesses strong interpersonal skills to develop and maintain relations with key stakeholder groups.",claims liaison executive,,
